,Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
393,819.786221,120.0,120.03,39.9,67.3,48.5,100.0
394,821.866864,120.0,120.04,39.9,67.3,48.5,100.0
395,823.937449,120.0,120.022,40.2,67.3,48.5,100.0
396,826.018201,120.0,120.006,40.5,67.3,48.5,100.0
397,828.0878610000001,120.0,120.005,40.2,67.3,48.5,100.0
398,830.1586480000001,120.0,120.00399999999999,40.4,67.3,48.5,100.0
399,832.238447,120.0,120.006,40.4,67.3,48.5,100.0
400,834.368953,120.0,120.021,39.9,67.3,48.5,100.0
401,836.489839,120.0,120.042,39.5,67.3,48.5,100.0
402,838.569374,120.0,120.02799999999999,40.1,67.3,48.5,100.0
403,840.6504769999999,120.0,120.00399999999999,40.4,67.3,48.5,100.0
404,842.720191,120.0,120.005,40.2,67.3,48.5,100.0
405,844.821118,120.0,120.012,39.9,67.3,48.5,100.0
406,846.931551,120.0,120.01899999999999,39.9,67.3,48.5,100.0
407,849.0121539999999,120.0,120.01299999999999,40.0,67.3,48.5,100.0
408,851.072276,120.0,120.027,39.7,67.3,48.5,100.0
409,853.152965,120.0,120.01299999999999,40.1,67.3,48.5,100.0
410,855.223226,120.0,120.01100000000001,40.0,67.3,48.5,100.0
411,857.3335490000001,120.0,120.021,39.7,67.3,48.5,100.0
412,859.454141,120.0,120.02600000000001,39.7,67.3,48.5,100.0
413,861.5247300000001,120.0,120.014,40.0,67.3,48.5,100.0
414,863.6149140000001,120.0,120.01899999999999,39.7,67.3,48.5,100.0
415,865.674439,120.0,120.02,39.7,67.3,48.5,100.0
416,867.7455890000001,120.0,120.03299999999999,39.5,67.3,48.5,100.0
417,869.835407,120.0,120.01100000000001,39.8,67.3,48.5,100.0
418,871.922476,125.0,120.029,100.0,67.3,48.5,100.0
419,873.9967359999999,125.0,120.36399999999999,100.0,67.3,48.5,100.0
